,Municipio,UF,NomeEstacao,CodEstacao,Latitude,Longitude,Altitude,StatusEstacao
1361,Itumbiara,GO,Ponte Meia Ponte,60680000,-18.3489,-49.6017,468.0,Ativo
1362,Edéia,GO,Barra Do Monjolo,60765000,-17.7322,-50.1808,0.0,Ativo
1363,Paraúna,GO,Fazenda Santa Maria,60772000,-17.9808,-50.2469,0.0,Ativo
1364,Paraúna,GO,PCH Verde 8 Montante 2,60783000,-17.3661,-50.6419,548.0,Ativo
1365,Acreuna,GO,PCH Verde 8 Montante 1,60787000,-17.4736,-50.5331,533.0,Ativo
1366,Acreuna,GO,PCH Verde 8 Barramento,60791800,-17.6539,-50.4767,494.0,Ativo
1367,Santa Helena De Goiás,GO,PCH Ypê Barramento,60793000,-17.7289,-50.4522,499.0,Ativo
1368,Rio Verde,GO,Captação Abóbora,60794650,-17.8297,-50.9842,699.0,Ativo
1369,Maurilândia,GO,Maurilândia,60798000,-17.9678,-50.3325,0.0,Ativo
1370,Maurilândia,GO,Maurilândia,60798000,-17.9678,-50.3325,0.0,Ativo
1371,Bom Jesus De Goiás,GO,Captação Jusante - Bom Jesus,60810950,-18.2019,-49.74,600.0,Ativo
1372,Bom Jesus De Goiás,GO,Bom Jesus De Goiás,60811000,-18.2128,-49.7533,0.0,Ativo
1373,Monte Alegre De Minas,MG,PCH Salto Morais Rio Babilônia,60842200,-18.9458,-49.025,0.0,Ativo
1374,Ituiutaba,MG,PCH Salto Morais Montante,60842600,-18.9411,-49.355,0.0,Ativo
1375,Ituiutaba,MG,PCH Salto Morais Barramento,60842800,-18.9489,-49.3828,0.0,Ativo
1376,Prata,MG,Fazenda Buriti Do Prata,60850000,-19.3597,-49.1803,517.0,Ativo
1377,São Simão,GO,UHE São Simão Reservatório,60854800,-18.9975,-50.5022,332.0,Ativo
1378,Caçu,GO,UHE Eng. José Luiz Muller Montante 2,60905900,-18.8386,-50.9403,407.0,Ativo
1379,Alagoa,MG,CGH Alagoa III Montante,61014920,-22.2317,-44.6675,1223.0,Ativo
1380,Alagoa,MG,CGH Alagoa III Barramento,61014950,-22.23,-44.6661,1225.0,Ativo
1381,Andrelândia,MG,Fazenda Laranjeiras,61060000,-21.6889,-44.3508,905.0,Ativo
1382,Ibituruna,MG,Ibituruna,61135000,-21.1425,-44.7397,799.0,Ativo
1383,Piranguçu,MG,PCH São Bernardo Barramento,61255300,-22.6011,-45.5483,0.0,Ativo
1384,Itajubá,MG,PCH Luiz Dias Montante,61284000,-22.3692,-45.3344,916.0,Ativo
1385,Itajubá,MG,PCH Luiz Dias Barramento,61284500,-22.3717,-45.3472,894.0,Ativo
1386,Campanha,MG,PCH Xicão Montante,61342000,-21.9214,-45.4236,0.0,Ativo
1387,Careaçu,MG,UHE Marechal Mascarenhas De Moraes Rio Sapucaí,61410000,-22.0536,-45.6992,770.0,Ativo
1388,Campestre,MG,CGH João Franco Barramento,61448100,-21.8344,-46.0922,1179.0,Ativo
1389,Três Corações,MG,UHE Luiz Carlos Barreto De Carvalho Rio Verde,61511000,-21.7031,-45.2481,847.0,Ativo
1390,Três Corações,MG,PCH Boa Vista II Montante 2,61528000,-21.6667,-45.3089,834.0,Ativo
1391,Três Corações,MG,PCH Boa Vista II Rio Palmela,61534000,-21.6414,-45.4,834.0,Ativo
1392,Varginha,MG,PCH Boa Vista II Montante 1,61536000,-21.5931,-45.4272,825.0,Ativo
1393,Varginha,MG,PCH Boa Vista II Barramento,61536100,-21.5256,-45.4606,0.0,Ativo
1394,Varginha,MG,PCH Boa Vista II Jusante,61538000,-21.6069,-45.5086,782.0,Ativo
1395,Itaú De Minas,MG,UHE Marechal Mascarenhas De Moraes Rio São João,61696000,-20.6689,-46.8014,694.0,Ativo
1396,Itaú De Minas,MG,UHE Marechal Mascarenhas De Moraes Rio Santana,61712000,-20.6764,-46.8411,675.0,Ativo
1397,Ibiraci,MG,UHE Marechal Mascarenhas De Moraes Reservatório,61730050,-20.2892,-47.0586,0.0,Ativo
1398,Pedregulho,SP,UHE Luiz Carlos Barreto De Carvalho Rio Das Canoas,61731000,-20.2617,-47.2506,634.0,Ativo
1399,Pedregulho,SP,UHE Luiz Carlos Barreto De Carvalho Reservatório,61731050,-20.1539,-47.2681,0.0,Ativo
1400,Miguelópolis,SP,UHE Volta Grande Reservatório 2,61757500,-20.0411,-47.8694,493.0,Ativo
1401,Aramina,SP,UHE Volta Grande Montante,61758000,-20.1631,-47.8811,498.0,Ativo
1402,Miguelópolis,SP,UHE Volta Grande Reservatório 3,61758300,-20.1158,-47.9178,492.0,Ativo
1403,Miguelópolis,SP,UHE Volta Grande Reservatório 4,61758800,-20.1514,-48.0525,492.0,Ativo
1404,Miguelópolis,SP,UHE Volta Grande Reservatório 1,61759000,-20.1292,-48.145,492.0,Ativo
1405,Miguelópolis,SP,UHE Volta Grande Reservatório 5,61760090,-20.0347,-48.2242,475.0,Ativo
1406,Uberaba,MG,Uberaba,61794000,-19.7281,-47.9786,0.0,Ativo
1407,Mococa,SP,Ponte Do Canoas,61826000,-21.4203,-46.9622,577.0,Ativo
1408,Inconfidentes,MG,Inconfidentes,61861000,-22.3183,-46.3219,875.0,Ativo
1409,Inconfidentes,MG,CGH Jacutinga Montante,61861010,-22.3183,-46.3219,0.0,Ativo
1410,Jacutinga,MG,CGH Jacutinga Jusante,61873700,-22.2656,-46.6922,0.0,Ativo
1411,São João Da Boa Vista,SP,São João Da Boa Vista,61895000,-21.9783,-46.8069,742.0,Ativo
1412,Guatapará,SP,Ponte Guatapara,61912000,-21.5025,-48.0406,519.0,Ativo
1413,Pitangueiras,SP,Passagem,61915000,-21.0167,-48.1772,473.0,Ativo
1414,Moji Das Cruzes,SP,Mogi Das Cruzes,62108000,-23.5458,-46.1344,742.0,Ativo
1415,Moji Das Cruzes,SP,Aços Anhanguera,62110000,-23.5264,-46.1597,735.0,Ativo
1416,Suzano,SP,Taiacupeba,62126220,-23.5764,-46.2889,750.0,Ativo
1417,Guarulhos,SP,Rio Tietê (Barragem Da Penha),62155150,-23.5014,-46.5419,0.0,Manutenção
1418,São Paulo,SP,Taqacetuba,62222500,-23.8406,-46.6586,745.0,Manutenção
1419,São Bernardo Do Campo,SP,Riacho Grande,62266000,-23.7692,-46.5331,760.0,Ativo
1420,Durandé,MG,CGH Inga Mirim Jusante,62271000,-20.1144,-41.7856,525.0,Ativo
1421,Ribeirão Pires,SP,Ribeirão Pires,62284900,-23.7086,-46.4192,738.0,Ativo
1422,São Paulo,SP,Guarapiranga,62290120,-23.6714,-46.7264,740.0,Ativo
1423,São Paulo,SP,USP,62300600,-23.5586,-46.7108,719.0,Ativo
1424,São Paulo,SP,Pedreira,62300610,-23.7028,-46.6792,725.0,Manutenção
1425,São Paulo,SP,Retiro,62300700,-23.5322,-46.7492,720.0,Ativo
1426,Carapicuiba,SP,Cotia,62321500,-23.5403,-46.8625,731.0,Ativo
1427,Itu,SP,Itu,62331900,-23.4544,-46.9097,716.0,Ativo
1428,Mairiporã,SP,PCH Cascata Desemboque T5,62344000,-23.2647,-46.4808,0.0,Ativo
1429,Mairiporã,SP,SB-CA-DBT5 Desemboque Túnel 5,62344010,-23.2647,-46.4808,760.0,Ativo
1430,Mairiporã,SP,SB-CA-F37 Canal Juqueri,62345500,-23.3097,-46.5767,750.0,Ativo
1431,Mairiporã,SP,PCH Cascata Paiva Castro,62346500,-23.3292,-46.6783,0.0,Ativo
1432,Mairiporã,SP,SB-CA-EMA Elevatória Mairiporã,62348060,-23.3189,-46.5914,750.0,Ativo
1433,Franco Da Rocha,SP,SB-CA-BRJ Barragem Paiva Castro,62350050,-23.3289,-46.6783,750.0,Ativo
1434,Mairiporã,SP,Águas Claras,62350600,-23.3978,-46.6586,870.0,Ativo
1435,Mairiporã,SP,PCH Guaraú Águas Claras,62350700,-23.395,-46.6586,0.0,Ativo
1436,Caieiras,SP,SB-CA-F36 Rio Juqueri,62358010,-23.3336,-46.7278,740.0,Ativo
1437,Franco Da Rocha,SP,SB-CA-F38 Rio Juqueri,62358020,-23.3336,-46.7278,740.0,Ativo
1438,Caieiras,SP,PCH Pirapora Rio Juqueri,62360060,-23.3678,-46.7547,725.24,Ativo
1439,Caieiras,SP,SB-CA-BRJ-ESI Paiva Castro – Captação Esi,62360080,-23.3697,-46.6689,750.0,Ativo
1440,São Paulo,SP,SB-CA-BAC Barragem Águas Claras,62365160,-23.3981,-46.6583,860.0,Ativo
1441,Pirapora Do Bom Jesus,SP,PCH Pirapora Jusante,62370100,-23.3914,-47.0039,667.08,Ativo
1442,Pirapora Do Bom Jesus,SP,Res. De Rasgão (Próx. As Comportas),62373100,-23.3819,-47.0297,663.0,Ativo
1443,Sorocaba,SP,Sorocaba,62512200,-23.4139,-47.4622,540.0,Ativo
1444,Tatuí,SP,CGH Santa Adélia Montante,62539200,-23.3328,-47.7419,0.0,Ativo
1445,São Manuel,SP,São Miguel Paulista,62540300,-23.48,-46.4375,435.0,Ativo
1446,Laranjal Paulista,SP,Laranjal Paulista,62541000,-22.9572,-47.8206,462.0,Ativo
1447,Extrema,MG,SB-CA-F25b Rio Jaguari,62580600,-22.8667,-46.3589,850.0,Ativo
1448,Vargem,SP,SB-CA-BJC Barragem Jacareí,62596240,-22.9481,-46.44,847.0,Ativo
1449,Piracaia,SP,Cantareira,62596250,-22.9669,-46.3942,817.0,Ativo
1450,Joanópolis,SP,SB-CA-BJC-T7 Emboque Túnel 7,62596270,-22.9722,-46.33,850.0,Ativo
1451,Bragança Paulista,SP,Rio Abaixo (Faz. Cachoeira),62600000,-22.8831,-46.6319,783.0,Ativo
1452,Pedreira,SP,CGH Eng. Bernardo Figueiredo,62612000,-22.7392,-46.9075,570.0,Ativo
1453,Jaguariuna,SP,Jaguariúna,62615000,-22.7086,-46.9869,568.0,Ativo
1454,Anhumas,SP,PCH Feixos Barramento,62625900,-22.6978,-46.8517,668.0,Ativo
1455,Vargem,SP,SB-CA-BJA Barragem Jaguari,62635305,-22.9222,-46.4222,844.0,Ativo
1456,Nazaré Paulista,SP,SB-CA-BRA Barragem Atibainha,62653510,-23.1739,-46.39,792.0,Ativo
1457,Nazaré Paulista,SP,SB-CA-DBT6 Desemboque Do Túnel 6,62654600,-23.1083,-46.2872,790.0,Ativo
1458,Piracaia,SP,SB-CA-BRC Barragem Cachoeira,62666010,-23.0508,-46.3192,828.0,Ativo
1459,Piracicaba,SP,PCH Piracicapa Montante,62697240,-22.6983,-47.6211,498.0,Ativo
1460,Piracicaba,SP,Piracicaba,62697300,-22.7003,-47.7117,465.0,Ativo
1461,Piracicaba,SP,PCH Luiz Queiroz Barramento,62707300,-22.7161,-47.6511,490.0,Ativo
1462,Macatuba,SP,PCH Lençóis Montante 1,62726900,-22.5758,-48.6789,491.0,Ativo
1463,Penápolis,SP,UHE Nova Avanhandava Ribeirão Dos Ferreiros,62835100,-21.0697,-49.8997,377.0,Ativo
1464,Birigui,SP,Birigui Urbano,62848000,-21.2878,-50.3331,0.0,Ativo
1465,Costa Rica,MS,Porto De Pedras,63001200,-19.0567,-53.0189,454.0,Ativo
1466,Chapadão Do Sul,MS,PCH Buriti Córrego Fazendinha,63001263,-19.3044,-52.6719,438.0,Ativo
1467,Chapadão Do Sul,MS,PCH Bandeirante Jusante,63001580,-19.5328,-52.5203,350.0,Ativo
1468,Chapadão Do Sul,MS,PCH Lajeado Barramento,63001602,-19.0578,-52.5317,553.0,Ativo
1469,Chapadão Do Sul,MS,PCH Lajeado Jusante,63001603,-19.0606,-52.5286,517.0,Ativo
1470,Chapadão Do Sul,MS,PCH Areado Montante,63001680,-19.4375,-52.4639,384.0,Ativo
1471,Inocência,MS,PCH Areado Jusante,63001740,-19.5481,-52.505,352.0,Ativo
1472,Chapadão Do Sul,MS,PCH Areado Barramento,63001745,-19.5453,-52.5053,360.0,Ativo
1473,Água Clara,MS,PCH Bandeirante Barramento,63001760,-19.5297,-52.5192,360.0,Ativo
1474,Três Lagoas,MS,UHE Jupiá Rio Sucuriú,63001850,-19.8083,-52.2753,339.0,Ativo
1475,Camapuã,MS,PCH Verde 4a Montante 2,63250700,-19.6106,-53.4783,0.0,Ativo
1476,Camapuã,MS,PCH Verde 4a Montante 1,63250800,-19.7394,-53.4519,0.0,Ativo
1477,Camapuã,MS,PCH Verde 4a Ribeirão Salgado,63250850,-19.7936,-53.4861,0.0,Ativo
1478,Água Clara,MS,PCH Verde 4a Barramento,63250880,-19.8758,-53.3675,385.0,Ativo
1479,Água Clara,MS,PCH Verde 4a Jusante,63250900,-19.8789,-53.3636,0.0,Ativo
1480,Água Clara,MS,PCH Verde 4 Barramento,63250910,-19.8744,-53.3686,363.45,Ativo
1481,Água Clara,MS,PCH Verde 4 Jusante,63250950,-19.9794,-53.2694,0.0,Ativo
1482,Ribas Do Rio Pardo,MS,Ribas Do Rio Pardo,63900001,-20.4414,-53.7181,343.0,Ativo
1483,Sidrolândia,MS,Vau Do Balsamo,63950010,-20.9942,-54.5072,384.0,Ativo
1484,Pilar Do Sul,SP,PCH Batista Barramento,64006500,-23.8403,-47.6531,431.0,Ativo
1485,Pilar Do Sul,SP,PCH Jorda Flor Barramento,64006900,-23.8142,-47.6728,695.0,Ativo
1486,Piraju,SP,UHE Chavantes Reservatório 3,64221600,-23.1306,-49.4489,468.0,Ativo
1487,Ipauçu,SP,UHE Chavantes Reservatório 1,64225100,-23.1292,-49.6325,477.0,Ativo
1488,Jaguariaiva,PR,PCH Macacos Barramento,64241520,-24.0717,-49.6222,548.0,Ativo
1489,Jaguariaiva,PR,PCH Macacos Jusante,64241530,-24.0611,-49.6228,523.0,Ativo
1490,Fartura,SP,UHE Chavantes Reservatório 5,64248020,-23.5219,-49.4922,544.0,Ativo
1491,Carlópolis,PR,UHE Chavantes Reservatório 4,64248040,-23.3733,-49.6211,471.0,Ativo
1492,Ribeirão Claro,PR,UHE Chavantes Reservatório 2,64248100,-23.235,-49.6586,467.0,Ativo
1493,Águas De Santa Barbara,SP,PCH Ponte Branca Montante,64314700,-22.8453,-49.1622,560.0,Ativo
1494,Águas De Santa Barbara,SP,PCH Ponte Branca Barramento,64314900,-22.875,-49.2142,565.0,Ativo
1495,Águas De Santa Barbara,SP,PCH Ponte Branca Rio Novo,64314950,-22.8886,-49.2011,564.0,Ativo
1496,Ourinhos,SP,UHE Salto Grande Reservatório 4,64324600,-22.9917,-49.9111,383.0,Ativo
1497,Ourinhos,SP,UHE Salto Grande Reservatório 3,64324800,-22.9439,-49.9647,383.0,Ativo
1498,Salto Grande,SP,UHE Salto Grande Reservatório 2,64324900,-22.9111,-49.9625,389.0,Ativo
1499,Salto Grande,SP,UHE Salto Grande Reservatório 1,64334080,-22.8836,-49.99,385.0,Ativo
1500,Rancharia,SP,CGH Pari Barramento,64345010,-22.8831,-50.3292,370.0,Ativo
1501,Alvorada Do Sul,PR,UHE Capivara Reservatório 5,64450100,-22.9692,-50.6006,329.0,Ativo
1502,Alvorada Do Sul,PR,UHE Capivara Reservatório 4,64450200,-22.9122,-50.6869,326.0,Ativo
1503,Alvorada Do Sul,PR,UHE Capivara Reservatório 3,64450300,-22.8986,-50.7914,322.0,Ativo
1504,Alvorada Do Sul,PR,UHE Capivara Reservatório 2,64450700,-22.8528,-50.9956,335.0,Ativo
1505,Ponta Grossa,PR,PCH São Jorge Jusante,64452190,-25.0356,-50.1025,850.0,Ativo
1506,Tibagi,PR,UHE Tibagi Montante Rio Capivari,64461000,-24.69,-50.4922,741.0,Ativo
1507,Tibagi,PR,UHE Tibagi Montante Reservatório 2,64464800,-24.6072,-50.4253,728.0,Ativo
1508,Tibagi,PR,UHE Tibagi Montante Reservatório 1,64469840,-24.5469,-50.4006,722.0,Ativo
1509,Tibagi,PR,UHE Tibagi Montante Barramento,64469845,-24.5344,-50.4089,722.0,Ativo
1510,Tibagi,PR,UHE Tibagi Montante Jusante,64469850,-24.5275,-50.4072,710.0,Ativo
1511,Castro,PR,PCH Castro Montante 2,64474800,-24.7822,-50.0175,980.0,Ativo
1512,Castro,PR,PCH Castro Montante 1,64477000,-24.7506,-50.0881,979.0,Ativo
1513,Castro,PR,PCH Castro Barramento,64478100,-24.7364,-50.1189,974.0,Ativo
1514,Castro,PR,PCH Castro Jusante,64478150,-24.7278,-50.1211,968.0,Ativo
1515,Castro,PR,PCH Pulo Barramento,64478200,-24.7211,-50.1347,970.0,Ativo
1516,Castro,PR,PCH Pulo Jusante,64480030,-24.7142,-50.1419,945.0,Ativo
1517,Alvorada Do Sul,PR,UHE Capivara Reservatório 1,64514600,-22.7539,-51.2178,332.0,Ativo
1518,Lupionópolis,PR,UHE Taquaruçu Reservatório 3,64535020,-22.6575,-51.6294,277.0,Ativo
1519,Santo Inácio,PR,UHE Taquaruçu Reservatório 2,64535040,-22.6306,-51.7372,273.0,Ativo
1520,Santa Inês,PR,UHE Taquaruçu Reservatório 1,64535060,-22.6272,-54.8775,273.0,Ativo
1521,Santa Fé,PR,PCH Salto Bandeirantes Montante 2,64545840,-23.1239,-51.5917,428.0,Ativo
1522,Santa Fé,PR,PCH Salto Bandeirantes Montante 1,64545860,-23.0981,-51.6378,420.0,Ativo
1523,Santa Fé,PR,PCH Salto Bandeirantes Barramento,64547500,-22.9864,-51.8222,371.0,Ativo
1524,Santa Fé,PR,PCH Salto Bandeirantes Jusante,64547600,-22.9781,-51.8328,358.0,Ativo
1525,São Pedro Do Paraná,PR,UHE Itaipu Porto São José,64575000,-22.7181,-53.1767,232.0,Ativo
1526,Querência Do Norte,PR,Porto Querência,64580010,-22.9667,-53.6028,0.0,Ativo
1527,Rio Brilhante,MS,Brilhante,64604900,-21.8983,-54.02,0.0,Ativo
1528,Dourados,MS,Dourados,64609000,-22.3981,-54.7919,348.0,Ativo
1529,Deodápolis,MS,Porto Wilma,64610000,-22.0686,-54.2292,283.0,Ativo
1530,Ivinhema,MS,UHE Itaipu Ivinhema,64617000,-22.3825,-53.5286,243.0,Ativo
1531,Prudentópolis,PR,PCH Dois Saltos Montante,64618700,-25.345,-50.9689,754.0,Ativo
1532,Prudentópolis,PR,PCH Dois Saltos Barramento,64620005,-25.1761,-50.9408,706.0,Ativo
1533,Prudentópolis,PR,PCH Dois Saltos Jusante,64620500,-25.1567,-50.9494,638.0,Ativo
1534,Turvo,PR,PCH Boa Vista II,64630000,-24.9167,-51.4167,590.0,Ativo
1535,Campo Mourão,PR,PCH Mourão I Montante,64670005,-24.2067,-52.3825,612.53,Ativo
1536,Peabiru,PR,PCH Ouro Branco Montante,64672050,-24.0139,-52.2492,394.0,Ativo
1537,Peabiru,PR,PCH Ouro Branco Barramento,64672100,-23.9947,-52.2317,382.0,Ativo
1538,Rondon,PR,Novo Porto Paraíso Do Norte,64675100,-23.3211,-52.5797,0.0,Ativo
1539,Caarapó,MS,UHE Itaipu Florida,64715001,-22.9719,-54.5633,270.0,Ativo
1540,Paranhos,MS,Porto São Domingos,64723000,-23.6486,-55.3894,319.0,Ativo
1541,Altamira Do Paraná,PR,Pequeno Mundo,64771100,-24.8389,-52.7961,0.0,Ativo
1542,Mato Rico,PR,PCH Cantu 2 Montante,64773500,-24.7247,-52.3931,435.0,Ativo
1543,Laranjal,PR,PCH Cantu 2 Rio Branco,64773750,-24.7644,-52.4308,421.0,Ativo
1544,Nova Cantu,PR,PCH Cantu 2 Barramento,64773880,-24.7478,-52.4681,415.0,Ativo
1545,Nova Cantu,PR,PCH Cantu 2 Jusante,64773890,-24.7436,-52.4753,373.0,Ativo
1546,Anahy,PR,PCH Zeca Golim Montante,64790300,-24.6369,-53.1025,385.0,Ativo
1547,Anahy,PR,PCH Zeca Golim Barramento,64790400,-24.7158,-53.1461,346.0,Ativo
1548,Mariluz,PR,Balsa Do Goio - Ere,64810000,-23.91667,-53.13306,320.0,Manutenção
1549,Mercedes,PR,Arroio Guaçu,64849010,-24.3911,-54.1492,0.0,Ativo
1550,Marechal Cândido Rondon,PR,PCH Moinho Montante,64850050,-24.4717,-53.9986,314.0,Ativo
1551,Marechal Cândido Rondon,PR,PCH Moinho Barramento,64850100,-24.4192,-54.0286,290.0,Ativo
1552,Marechal Cândido Rondon,PR,PCH Moinho Jusante,64850150,-24.4203,-54.0367,282.0,Ativo
1553,Entre Rios Do Oeste,PR,São Francisco Verdadeiro,64875600,-24.7439,-54.0967,0.0,Ativo
1554,Piraquara,PR,Barragem Iraí,65001500,-25.4178,-49.1067,891.02,Ativo
1555,São José Dos Pinhais,PR,Comporta Canal Água Limpa,65006090,-25.4864,-49.1811,876.0,Ativo
1556,Curitiba,PR,Jusante Parque São Lourenço,65011030,-25.3867,-49.2661,919.46,Ativo
1557,Curitiba,PR,ETE - Sanepar,65013005,-25.5281,-49.2189,875.0,Ativo
1558,São José Dos Pinhais,PR,Ponte Do Umbarazinho,65017006,-25.5986,-49.2608,879.0,Ativo
1559,Curitiba,PR,Santa Quitéria,65019675,-25.4633,-49.3197,889.09,Ativo
1560,Lapa,PR,PCH Lúcia Cherobim Montante 2,65031300,-25.6014,-49.6314,862.0,Ativo
1561,Lapa,PR,PCH Lúcia Cherobim Montante 1,65031400,-25.5711,-49.7908,835.0,Ativo
1562,Porto Amazonas,PR,PCH Lúcia Cherobim Jusante,65031500,-2.8897,-49.8747,790.0,Ativo
1563,Mangueirinha,PR,PCH Canhadão Barramento,65140000,-25.9783,-52.2133,890.0,Ativo
1564,Mangueirinha,PR,PCH Canhadão Jusante,65141000,-25.9736,-52.1683,657.0,Ativo
1565,Antônio Olinto,PR,Fazenda Mello,65155500,-25.9867,-50.0928,840.0,Ativo
1566,Coronel Domingos Soares,PR,PCH Foz Do Estrela Montante,65775800,-26.1239,-51.8739,230.0,Ativo
1567,Coronel Domingos Soares,PR,PCH Foz Do Estrela Barramento,65775905,-26.0925,-51.8778,225.0,Ativo
1568,Guarapuava,PR,CGH Enxadrista Montante,65808900,-25.3847,-51.3853,1013.0,Ativo
1569,Guarapuava,PR,UHE Santa Clara Montante,65813100,-25.4878,-51.7378,0.0,Ativo
1570,Guarapuava,PR,UHE Salto Curucaca Barramento,65815040,-25.5353,-51.8158,0.0,Ativo
1571,Candói,PR,PCH Taguá,65815060,-25.5044,-51.7864,887.0,Ativo
1572,Pinhão,PR,UHE Santa Clara Rio Pinhão,65819300,-25.6119,-51.6531,0.0,Ativo
1573,Mangueirinha,PR,PCH Tigre Barramento,65831000,-26.0528,-52.1783,901.0,Ativo
1574,Mangueirinha,PR,PCH Tigre Jusante,65831020,-26.0411,-52.175,828.0,Ativo
1575,Mangueirinha,PR,PCH Covó Montante,65831900,-25.9797,-52.1614,661.0,Ativo
1576,Mangueirinha,PR,PCH Covó Barramento,65832000,-25.9722,-52.1514,661.0,Ativo
1577,Virmond,PR,PCH Cavernoso II Barramento,65855080,-25.4878,-52.2156,560.0,Ativo
1578,Virmond,PR,PCH Cavernoso II Jusante,65855110,-25.5089,-52.2292,514.0,Ativo
1579,Renascença,PR,PCH Bedim Montante,65954150,-26.0864,-52.9394,560.0,Ativo
1580,Renascença,PR,PCH Bedim Barramento,65954175,-26.0911,-52.9558,565.0,Ativo
1581,Bom Sucesso Do Sul,PR,PCH Vila Galupo Montante,65954200,-26.0864,-52.9394,550.0,Ativo
1582,Bom Sucesso Do Sul,PR,PCH Vila Galupo Barramento,65954400,-26.0617,-52.9222,536.0,Ativo
1583,Francisco Beltrão,PR,PCH Jacaré Barramento,65954900,-26.0389,-52.9331,509.0,Ativo
1584,Francisco Beltrão,PR,PCH Jacaré Jusante,65954950,-26.0347,-52.9236,496.0,Ativo
1585,Verê,PR,PCH Arturo Andreoli Rio Santana,65956000,-25.8831,-52.8631,0.0,Ativo
1586,Verê,PR,PCH Bela Vista Reservatório,65957000,-25.8181,-52.9014,430.0,Ativo
1587,Capitão Leônidas Marques,PR,UHE Baixo Iguaçu Barramento,65983100,-25.5042,-53.6722,263.0,Ativo
1588,Foz Do Iguaçu,PR,Hotel Cataratas - Copel,65992502,-25.6833,-54.4289,180.1,Ativo
1589,Indiavaí,MT,Água Suja,66071400,-15.4997,-58.5997,200.0,Ativo
1590,Cáceres,MT,Porto Limão,66077000,-16.1469,-58.0092,100.0,Ativo
1591,Cáceres,MT,Porto Conceição,66120000,-17.1433,-57.3594,107.0,Ativo
1592,Juscimeira,MT,PCH Beleza Montante,66222100,-16.1956,-55.0361,450.0,Ativo
1593,Juscimeira,MT,PCH Beleza Barramento,66222400,-16.1836,-55.0144,432.0,Ativo
1594,Alto Taquari,MT,PCH Lajari Barramento Ribeirão Da Laje,66313000,-17.9214,-53.4014,767.0,Ativo
1595,São Pedro Da Cipa,MT,São Pedro Da Cipa,66380000,-15.9981,-54.9217,239.0,Ativo
1596,Juscimeira,MT,CGH Água Clara Montante,66400040,-16.0917,-55.0925,552.0,Ativo
1597,Juscimeira,MT,PCH Água Prata Jusante,66400050,-16.0964,-55.0425,395.0,Ativo
1598,Juscimeira,MT,PCH Água Brava Jusante,66400060,-16.1039,-54.9908,300.0,Ativo
1599,Tangará Da Serra,MT,PCH Recanto Barramento,66425000,-14.4194,-57.8183,445.0,Ativo
1600,Tangará Da Serra,MT,PCH Recanto Jusante,66425050,-14.4283,-57.8128,294.0,Ativo
1601,Rondonópolis,MT,PCH Eng. José Gelásio Da Rocha Montante,66452500,-16.7483,-54.7217,370.0,Ativo
1602,Rondonópolis,MT,PCH Eng. José Gelásio Da Rocha Barramento,66453000,-16.7128,-54.7478,370.0,Ativo
1603,Barão De Melgaço,MT,São José Do Boriréu,66470000,-16.9253,-56.2236,160.0,Ativo
1604,Itiquira,MT,Itiquira,66520000,-17.2078,-54.1511,484.0,Ativo
1605,Corumbá,MS,Amolar,66800000,-18.0386,-57.4886,85.0,Ativo
1606,Alto Taquari,MT,PCH Lajari Montante,66830000,-17.9319,-53.3753,774.3,Ativo
1607,Alto Taquari,MT,PCH Lajari Barramento,66830050,-17.9319,-53.3808,773.0,Ativo
1608,Coxim,MS,Garimpagem,66855000,-18.7136,-54.5672,238.0,Ativo
1609,Corumbá,MS,Porto Da Manga,66895000,-19.2583,-57.2353,79.0,Ativo
1610,Corumbá,MS,Forte Coimbra,66970000,-19.9203,-57.7917,79.0,Ativo
1611,Anita Garibaldi,SC,CGH Willy Faller Montante,70371000,-27.7769,-50.9481,926.0,Ativo
1612,Palmeira,SC,Mato Escuro,71335000,-27.5778,-50.0717,855.0,Ativo
1613,Campos Novos,SC,PCH Tupitinga Montante,71380450,-27.5214,-51.4131,688.0,Ativo
1614,Campos Novos,SC,PCH Tupitinga Barramento,71380500,-27.5322,-51.4233,681.0,Ativo
1615,Curitibanos,SC,PCH Ado Popinhak Ponte Alta Do Sul,71385400,-27.4858,-50.3917,0.0,Ativo
1616,Curitibanos,SC,PCH Ado Popinhak Barramento,71386000,-27.4597,-50.52,0.0,Ativo
1617,Curitibanos,SC,PCH Ado Popinhak Jusante,71386500,-27.4881,-50.5225,0.0,Ativo
1618,Curitibanos,SC,PCH Pery Jusante,71388600,-27.4528,-50.6714,775.0,Ativo
1619,Curitibanos,SC,CGH Marombas I Montante 2,71491100,-27.2008,-50.5625,867.0,Ativo
1620,Curitibanos,SC,CGH Marombas I Montante 1,71491800,-27.1922,-50.6175,860.0,Ativo
1621,Curitibanos,SC,CGH Marombas I Barramento,71491900,-27.1961,-50.6175,857.0,Ativo
1622,Curitibanos,SC,CGH Marombas II Barramento,71492100,-27.2044,-50.635,838.0,Ativo
1623,Curitibanos,SC,CGH Marombas II Jusante,71492150,-27.2053,-50.6339,838.0,Ativo
1624,Lages,SC,DCSC Rio Caveiras,71620200,-27.8436,-50.3297,884.0,Ativo
1625,Paim Filho,RS,PCH Forquilha IV Montante,72450500,-27.7125,-51.7519,566.0,Ativo
