,Municipio,UF,NomeEstacao,CodEstacao,Latitude,Longitude,Altitude,StatusEstacao
549,São Mamede,PB,Açude São Mamede,37435000,-6.9317,-37.0719,0.0,Ativo
550,Serra Negra Do Norte,RN,Açude Dinamarca,37439000,-6.6719,-37.3886,171.75,Ativo
551,Brejo Do Cruz,PB,Açude Santa Rosa,37471000,-6.3219,-37.5106,0.0,Ativo
552,Belém Do Brejo Do Cruz,PB,Açude Escondido I,37481000,-6.1956,-37.5433,0.0,Ativo
553,Belém Do Brejo Do Cruz,PB,Açude Tapera,37482000,-6.2444,-37.4839,0.0,Ativo
554,São José De Brejo Do Cruz,PB,Açude Baião,37489500,-6.1794,-37.3342,0.0,Ativo
555,São João Do Sabugi,RN,Açude Sabugi,37500000,-6.6467,-37.1978,0.0,Ativo
556,Cruzeta,RN,Açude Cruzeta,37517000,-6.41,-36.7925,223.49,Ativo
557,Currais Novos,RN,Francisco Cardoso (Mulungu),37517400,-6.2369,-36.2969,0.0,Ativo
558,Currais Novos,RN,Açude Dourado,37517800,-6.2464,-36.5097,338.6,Ativo
559,Currais Novos,RN,Açude Currais Novos,37517850,-6.2683,-36.5258,334.05,Ativo
560,Seridó,PB,Açude Felismina De Queiroz,37518200,-6.8572,-36.4081,0.0,Ativo
561,Parelhas,RN,Açude Caldeirão De Parelhas,37519000,-6.7042,-36.6883,285.97,Ativo
562,Currais Novos,RN,Açude Marechal Dutra Montante,37519700,-6.3442,-36.5364,300.86,Ativo
563,Acari,RN,Açude Marechal Dutra,37519800,-6.4256,-36.6028,303.83,Ativo
564,Picui,PB,Açude Várzea Grande,37521500,-6.4292,-36.3533,0.0,Ativo
565,Picui,PB,Açude Caraibeiras,37521700,-6.5567,-36.3789,0.0,Ativo
566,Ouro Branco,RN,Açude Esguicho,37522000,-6.7328,-36.9517,237.32,Ativo
567,Caicó,RN,Açude Mundo Novo,37557000,-6.4011,-37.0694,168.85,Ativo
568,São João Do Sabugi,RN,Santo Antônio (Sabugi) - Jusante,37560920,-6.6456,-37.1972,181.0,Ativo
569,São João Do Sabugi,RN,Santo Antônio (Sabugi) - Jusante,37560920,-6.6456,-37.1972,181.0,Ativo
570,São José Do Sabugi,PB,Açude São José IV,37561500,-6.7869,-36.7881,0.0,Ativo
571,Santa Luzia,PB,Açude Santa Luzia,37561700,-6.8733,-36.9206,0.0,Ativo
572,Várzea,PB,Açude Varzea,37562200,-6.7539,-37.0092,0.0,Ativo
573,Olivedos,PB,Açude Olivedos,37562700,-6.9675,-36.2442,0.0,Ativo
574,Caicó,RN,Açude Itans Montante,37562800,-6.5431,-36.9917,176.79,Ativo
575,Caicó,RN,Açude Itans,37563000,-6.4942,-37.0686,0.0,Ativo
576,Jardim Do Seridó,RN,Açude Passagem Das Trairas,37564000,-6.5153,-36.9417,201.25,Ativo
577,Jardim Do Seridó,RN,Passagem Das Traíras - Jusante,37564110,-6.515,-36.9436,188.0,Ativo
578,Jardim Do Seridó,RN,Passagem Das Traíras - Jusante,37564110,-6.515,-36.9436,188.0,Ativo
579,Jucurutu,RN,PCH Armando Ribeiro Montante,37603000,-6.0044,-37.0047,55.0,Ativo
580,Santana Do Matos,RN,Açude Rio Da Pedra,37605000,-5.9767,-36.7022,120.23,Ativo
581,Santana Do Matos,RN,Açude Alecrim,37607000,-5.9678,-36.66,133.98,Ativo
582,Paraú,RN,Açude Beldroega,37608000,-5.7689,-37.0725,74.76,Ativo
583,São Rafael,RN,PCH Armando Ribeiro Rio Santana,37609050,-5.7564,-36.8028,54.0,Ativo
584,Jucurutu,RN,PCH Armando Ribeiro Reservatório 1,37609100,-5.8728,-36.9311,0.0,Ativo
585,Açu,RN,Canal Do Pataxó,37610050,-5.6647,-36.8786,43.0,Ativo
586,Açu,RN,Canal Do Pataxó,37610050,-5.6647,-36.8786,43.0,Ativo
587,Itajá,RN,ARG-CGH,37610100,-5.6675,-36.8789,0.0,Ativo
588,Açu,RN,ARG - Jusante,37610110,-5.6667,-36.8789,43.0,Ativo
589,Açu,RN,ARG - Jusante,37610110,-5.6667,-36.8789,43.0,Ativo
590,Itajá,RN,PCH Armando Ribeiro Barramento,37690200,-5.6689,-36.8853,48.0,Ativo
591,Açu,RN,PCH Armando Ribeiro Jusante,37690300,-5.6022,-36.8981,25.0,Ativo
592,Açu,RN,Mendobim,37694900,-5.6483,-36.9283,33.0,Ativo
593,Açu,RN,Mendobim,37694900,-5.6483,-36.9283,33.0,Ativo
594,Açu,RN,Açude Mendubim,37696000,-5.6431,-36.9331,50.73,Ativo
595,Ipanguaçu,RN,Açude Pataxó,37714700,-5.615,-36.8286,35.77,Ativo
596,Ipanguaçu,RN,Ipanguaçu,37714910,-5.5031,-36.8881,0.0,Ativo
597,Afonso Bezerra,RN,Açude Boqueirão De Angicos,37715100,-5.5778,-36.4756,95.18,Ativo
598,Angicos,RN,Açude Novo Angicos,37721000,-5.665,-36.5964,107.42,Ativo
599,Poço Branco,RN,Açude Poço Branco,38155000,-5.6333,-35.6547,0.0,Ativo
600,Poço Branco,RN,Açude Poço Branco Jusante,38155010,-5.6347,-35.6533,0.0,Ativo
601,Poço Branco,RN,Açude Poço Branco Jusante,38155010,-5.6347,-35.6533,0.0,Ativo
602,Parnamirim (Ex-Eduardo Gomes),RN,Lagoa Do Jiqui (Ponto Captação De Águas),38248000,-5.9186,-35.1883,6.76,Ativo
603,Nísia Floresta,RN,Lagoa Pium (Lagoa Azul),38249300,-5.9744,-35.1981,21.84,Ativo
604,Extremoz,RN,Lagoa De Extremoz,38272000,-5.7222,-35.2836,10.3,Ativo
605,Touros,RN,Lagoa Do Boqueirão,38320000,-5.2433,-35.5436,0.0,Ativo
606,Touros,RN,Lagoa Do Boqueirão,38330000,-5.6317,-35.6567,0.0,Ativo
607,Cerro Corá,RN,Açude Pinga,38341000,-6.0167,-36.2806,332.24,Ativo
608,Monteiro,PB,Açude Poçinhos,38352800,-7.9392,-37.2194,0.0,Ativo
609,Monteiro,PB,PISF Açude São José II,38353000,-7.8844,-37.0675,0.0,Ativo
610,Monteiro,PB,Açude Serrote,38353500,-7.9203,-37.1025,0.0,Ativo
611,Monteiro,PB,Açude Poções,38354000,-7.8897,-36.9978,0.0,Ativo
612,São Sebastião Do Umbuzeiro,PB,Açude Santo Antônio,38384600,-8.0969,-36.9878,0.0,Ativo
613,Macaíba,RN,Açude Tabatinga,38397000,-5.9381,-35.4119,53.76,Ativo
614,Santa Cruz,RN,Açude Inharé,38441000,-6.1947,-36.0192,251.79,Ativo
615,Santa Cruz,RN,Açude Santa Cruz Do Trairi,38442000,-6.2242,-36.03,239.43,Ativo
616,Tangará,RN,Açude Trairí,38450000,-6.2547,-35.8244,169.37,Ativo
617,São José Do Campestre,RN,Açude Japi II,38465000,-6.3456,-35.7953,184.99,Ativo
618,Nísia Floresta,RN,Lagoa Do Bonfim,38486000,-6.0417,-35.2258,0.0,Ativo
619,Cuité,PB,Reservatório Retiro,38497100,-6.4917,-35.9667,632.0,Ativo
620,São Paulo Do Potengi,RN,Campo Grande,38551000,-5.8903,-35.7731,0.0,Ativo
621,Cuité,PB,Açude Boqueirão Do Cais,38593000,-6.5269,-36.11,0.0,Ativo
622,Barra De Santa Rosa,PB,Açude Poleiros,38594000,-6.73,-36.0886,0.0,Ativo
623,Barra De Santa Rosa,PB,Açude Curimataú,38595000,-6.715,-36.0353,0.0,Ativo
624,Algodão De Jandaira,PB,Açude Algodão De Jandaira,38596000,-6.905,-36.0033,0.0,Ativo
625,Montadas,PB,Açude Emídio,38599000,-7.0919,-35.925,0.0,Ativo
626,São Sebastião De Lagoa De Roca,PB,Açude Manguape,38599500,-7.0883,-35.8714,0.0,Ativo
627,São Sebastião De Lagoa De Roca,PB,Açude São Sebastião,38600000,-7.0958,-35.8622,0.0,Ativo
628,Puxinana,PB,Açude Milhã (E. Gonçalves),38605000,-7.1425,-35.9542,0.0,Ativo
629,Areia,PB,Açude Vaca Brava,38610000,-6.9917,-35.7519,0.0,Ativo
630,Areia,PB,Açude Saulo Maia,38615000,-6.9419,-35.6783,0.0,Ativo
631,Cuitegi,PB,Açude Tauá,38620000,-6.9075,-35.5383,0.0,Ativo
632,Borborema,PB,Açude Canafístula II,38625000,-6.7908,-35.6186,0.0,Ativo
633,Pirpirituba,PB,Açude Pirpirituba,38630000,-6.8111,-35.5703,0.0,Ativo
634,Serra Da Raiz,PB,Açude Suspiro,38640000,-6.7264,-35.4789,0.0,Ativo
635,Bananeiras,PB,Açude Lagoa Do Matias,38648000,-6.7372,-35.5794,0.0,Ativo
636,Serra Da Raiz,PB,Açude Duas Estradas,38653000,-6.7056,-35.4433,0.0,Ativo
637,Areial,PB,Açude Covão,38710000,-7.0272,-35.9181,0.0,Ativo
638,Alagoa Nova,PB,Açude Camará,38720000,-7.0333,-35.7608,471.19,Ativo
639,Massaranduba,PB,Açude Sindô Ribeiro,38734000,-7.1539,-35.7283,0.0,Ativo
640,Massaranduba,PB,Açude Massaranduba,38735000,-7.1619,-35.7164,0.0,Ativo
641,Serra Redonda,PB,Açude Chupadouro II,38737000,-7.1667,-35.6922,0.0,Ativo
642,Serra Redonda,PB,Açude Chupadouro II,38737000,-7.1661,-35.6944,0.0,Manutenção
643,Ingá,PB,Açude Chã Dos Pereiras,38742000,-7.2058,-35.6344,0.0,Ativo
644,Campina Grande,PB,Açude José Rodrigues,38748000,-7.3189,-35.7783,0.0,Ativo
645,Campina Grande,PB,Açude José Rodrigues,38748000,-7.3192,-35.7781,0.0,Manutenção
646,Itapororoca,PB,Açude Araçagi,38775000,-6.8528,-35.2956,0.0,Ativo
647,Bananeiras,PB,Açude Jandaia,38793000,-6.6592,-35.6783,0.0,Ativo
648,Mamanguape,PB,Açude Jangada,38794000,-6.8186,-35.1194,0.0,Ativo
649,Monteiro,PB,PISF Monteiro,38811000,-7.8872,-37.1086,540.4,Ativo
650,Camalau,PB,PISF Sítio Queimação,38811500,-7.8772,-36.9278,0.0,Ativo
651,Sumé,PB,Sítio Conceição,38812000,-7.7872,-36.7342,0.0,Ativo
652,Sumé,PB,Sumé - Jusante,38820100,-7.6711,-36.8975,517.0,Ativo
653,Sumé,PB,Sumé - Jusante,38820100,-7.6711,-36.8975,517.0,Ativo
654,Caraubas,PB,Caraúbas,38830000,-7.7211,-36.5053,493.0,Ativo
655,São Domingos Do Cariri,PB,PISF Sítio Porteiras,38831000,-7.6781,-36.4442,0.0,Ativo
656,Taperoá,PB,Açude Taperoá II (Manoel Marcionilo),38839000,-7.2122,-36.8389,0.0,Ativo
657,Livramento,PB,Açude Livramento (Russos),38842000,-7.3706,-36.9019,0.0,Ativo
658,São José Dos Cordeiros,PB,Açude São José III,38843000,-7.3836,-36.8053,0.0,Ativo
659,Serra Branca,PB,Açude Serra Branca II,38843900,-7.4803,-36.6844,0.0,Ativo
660,Serra Branca,PB,Açude Serra Branca I,38844000,-7.4739,-36.6606,0.0,Ativo
661,Desterro,PB,Açude Jeremias,38844500,-7.2856,-37.0978,0.0,Ativo
662,Desterro,PB,Açude Jeremias,38844500,-7.2869,-37.1008,0.0,Manutenção
663,Taperoá,PB,Açude Lagoa Do Meio,38845000,-7.165,-36.7594,0.0,Ativo
664,Gurjão,PB,Açude Gurjão,38847000,-7.2497,-36.4958,0.0,Ativo
665,São João Do Cariri,PB,Açude Namorado,38848000,-7.3864,-36.5328,0.0,Ativo
666,Ouro Velho,PB,Açude Ouro Velho,38851000,-7.6067,-37.1544,0.0,Ativo
667,Prata,PB,Açude Prata II,38851400,-7.6936,-37.0881,0.0,Ativo
668,Prata,PB,Açude São Paulo,38851500,-7.6489,-37.0772,0.0,Ativo
669,Sumé,PB,Açude Sumé,38851800,-7.6706,-36.9006,0.0,Ativo
670,São Domingos Do Cariri,PB,Açude São Domingos,38851900,-7.6281,-36.4444,0.0,Ativo
671,Soledade,PB,Açude Soledade,38852000,-7.0675,-36.3478,465.0,Ativo
672,Cabaceiras,PB,PISF Sítio Riacho Fundo,38855020,-7.5944,-36.3011,382.0,Ativo
673,Cabaceiras,PB,Açude Epitácio Pessoa Montante,38855050,-7.6033,-36.335,0.0,Ativo
674,Boqueirão,PB,Açude Epitácio Pessoa Jusante,38855150,-7.4881,-36.1378,348.0,Ativo
675,Boqueirão,PB,Açude Epitácio Pessoa - Ultrassom,38855160,-7.4889,-36.1397,383.0,Ativo
676,Barra De São Miguel,PB,Açude Riacho Santo Antônio,38861000,-7.7025,-36.1619,0.0,Ativo
677,Fagundes,PB,Açude Gavião,38876000,-7.3553,-35.7411,0.0,Manutenção
678,Fagundes,PB,Açude Gavião,38876000,-7.3572,-35.7406,0.0,Ativo
679,Camalau,PB,Açude Camalaú,38880500,-7.8875,-36.8342,0.0,Ativo
680,Congo,PB,Açude Cordeiro,38881000,-7.8183,-36.6792,0.0,Ativo
681,Caraubas,PB,Açude Campos,38882000,-7.7647,-36.5503,0.0,Ativo
682,Barra De São Miguel,PB,Açude Bichinho,38883000,-7.7494,-36.3133,0.0,Ativo
683,Mari,PB,Açude Olho D''Água,38885500,-7.0592,-35.2761,0.0,Ativo
684,Sapé,PB,Açude São Salvador,38886000,-7.085,-35.1903,0.0,Ativo
685,Timbauba,PE,Açude Tiúma,39081230,-7.5128,-35.345,0.0,Ativo
686,João Pessoa,PB,Açude Marés,39084050,-7.1544,-34.9103,0.0,Ativo
687,Alhandra,PB,Açude Gramame/Mamuaba,39084080,-7.29,-34.9589,0.0,Ativo
688,Santa Cruz Do Capibaribe,PE,Açude Poço Fundo,39105000,-7.9619,-36.3497,0.0,Ativo
689,Brejo Da Madre De Deus,PE,Açude Machado,39112000,-8.0003,-36.2692,0.0,Ativo
690,Brejo Da Madre De Deus,PE,Açude Oitis,39113000,-8.0911,-36.3814,0.0,Ativo
691,Brejo Da Madre De Deus,PE,Açude Santana II,39113500,-8.1811,-36.3717,0.0,Ativo
692,Belo Jardim,PE,Açude Taboca-Piaca,39114000,-8.2475,-36.3761,0.0,Ativo
693,Pedra,PE,Açude Riacho Do Pau (Arcoverde),39114500,-8.5594,-36.9853,0.0,Ativo
694,Brejo Da Madre De Deus,PE,Açude Eng. Gercino Pontes (Tabocas),39125000,-8.0228,-36.1425,0.0,Ativo
695,Bezerros,PE,Açude Manuino,39131500,-8.1933,-35.7367,0.0,Ativo
696,Taquaritinga Do Norte,PE,Açude Mateus Vieira,39135000,-7.9525,-36.0758,460.0,Ativo
697,Cumaru,PE,Açude Jucazinho,39136000,-7.9656,-35.7431,0.0,Ativo
698,Lagoa Do Carro,PE,Açude Carpina,39145550,-7.8969,-35.3339,0.0,Ativo
699,Paudalho,PE,Açude Cursai,39146000,-7.8786,-35.1756,0.0,Ativo
700,Paudalho,PE,Açude Goitá,39151000,-7.9694,-35.1156,0.0,Ativo
701,Vitória De Santo Antão,PE,Vitória De Santo Antão Montante,39167000,-8.12,-35.3211,0.0,Ativo
702,São Lourenço Da Mata,PE,Açude Tapacurá,39175000,-8.0369,-35.1625,0.0,Ativo
703,Surubim,PE,Jucazinho - Jusante,39185100,-7.9669,-35.7408,255.0,Ativo
704,São Lourenço Da Mata,PE,São Lourenço Da Mata II,39187800,-7.9986,-35.0392,32.0,Ativo
705,São Lourenço Da Mata,PE,Açude Matriz Da Luz,39187900,-8.0236,-35.0803,0.0,Ativo
706,Jaboatão Dos Guararapes,PE,Açude Duas Unas,39189800,-8.0919,-35.0383,0.0,Ativo
707,Cabo De Santo Agostinho,PE,Açude Pirapama,39200550,-8.2881,-35.0717,0.0,Ativo
708,Cabo De Santo Agostinho,PE,Açude Gurjaú,39200800,-8.2364,-35.0497,0.0,Ativo
709,Belo Jardim,PE,Açude Eng. Severino Guerra,39339950,-8.3103,-36.4258,0.0,Ativo
710,Belo Jardim,PE,Açude Belo Jardim,39340200,-8.3458,-36.3747,0.0,Ativo
711,Caruaru,PE,Açude Cipó,39340300,-8.3072,-36.0003,0.0,Ativo
712,Caruaru,PE,Açude Taquara,39340350,-8.3036,-36.0444,0.0,Ativo
713,Caruaru,PE,Açude Taquara,39340350,-8.3036,-36.0444,0.0,Ativo
714,Caruaru,PE,Açude Guilherme Azevedo,39340380,-8.36,-36.0314,0.0,Ativo
715,Caruaru,PE,Açude Serra Dos Cavalos,39340390,-8.3597,-36.0408,0.0,Ativo
716,Rio Formoso,PE,PCH Luiz Dias Lins Barramento,39480100,-8.6497,-35.215,52.0,Ativo
717,Rio Formoso,PE,PCH Luiz Dias Lins Jusante,39480300,-8.6478,-35.2097,45.0,Ativo
718,Capoeiras,PE,Açude Gurjão,39490530,-8.6428,-36.5803,0.0,Ativo
719,Bonito,PE,Açude Bonitinho,39540500,-8.4703,-35.6947,394.0,Ativo
720,Altinho,PE,Açude Brejo Do Buraco,39540620,-8.3953,-36.0653,0.0,Ativo
721,Bezerros,PE,Açude Poço De Areia,39540630,-8.3544,-35.805,0.0,Ativo
722,Capoeiras,PE,Açude Cajarana,39540635,-8.7842,-36.5247,0.0,Ativo
723,São Joaquim Do Monte,PE,Açude Caianinha,39540640,-8.4417,-35.8075,0.0,Ativo
724,São Joaquim Do Monte,PE,Açude Do Prata,39540650,-8.5242,-35.8367,0.0,Ativo
725,Canhotinho,PE,Açude São Jackes,39540670,-8.8017,-36.1578,0.0,Ativo
726,Quipapa,PE,Açude Pau Ferro,39540680,-8.8383,-36.12,0.0,Ativo
727,Garanhuns,PE,Açude Mundaú,39570300,-8.9453,-36.4908,0.0,Ativo
728,Garanhuns,PE,Açude Inhumas,39570800,-8.9903,-36.3828,0.0,Ativo
729,Garanhuns,PE,Açude Mundau II (Cajueiro),39570900,-8.9906,-36.4717,0.0,Ativo
730,Correntes,PE,Correntes,39690000,-9.1322,-36.3231,0.0,Ativo
731,Santana Do Mundau,AL,Santana Do Mundaú,39700000,-9.1678,-36.2175,0.0,Ativo
732,União Dos Palmares,AL,União Dos Palmares,39740000,-9.1544,-36.0358,0.0,Ativo
733,União Dos Palmares,AL,União Dos Palmares,39740000,-9.1544,-36.0358,0.0,Ativo
734,Murici,AL,Murici - Ponte,39760000,-9.3136,-35.9497,82.0,Ativo
735,Quebrangulo,AL,Açude Caçamba,39810000,-9.275,-36.3911,0.0,Ativo
736,Quebrangulo,AL,Açude Carangueja,39830000,-9.3036,-36.4769,0.0,Ativo
737,Canhotinho,PE,CGH Oriental Montante,39863500,-8.9831,-36.1561,394.0,Ativo
738,Canhotinho,PE,CGH Oriental Barramento,39863600,-8.9956,-36.1244,380.0,Ativo
739,Bom Conselho,PE,Açude Bálsamo,39964000,-9.3167,-36.6431,0.0,Ativo
740,Palmeira Dos Índios,AL,Açude Bálsamo - Jusante,39964005,-9.3186,-36.6419,496.0,Ativo
741,Palmeira Dos Índios,AL,Açude Bálsamo - Jusante,39964005,-9.3186,-36.6419,496.0,Ativo
742,Teotônio Vilela,AL,Açude Coruripe,39971000,-10.0303,-36.3053,0.0,Ativo
743,Carmópolis De Minas,MG,UHE Cajuru Montante,40127000,-20.5072,-44.5422,0.0,Ativo
744,Carmo Do Cajuru,MG,UHE Cajuru Jusante,40152000,-20.1811,-44.7939,0.0,Ativo
745,Conceição Do Pará,MG,Velho Da Taipa,40330000,-19.6939,-44.9308,575.0,Ativo
746,Belo Vale,MG,Belo Vale,40710000,-20.4083,-44.0217,787.0,Ativo
747,Bonfim,MG,CGH Caquende Barramento,40711980,-20.3881,-44.1872,903.0,Ativo
748,Brumadinho,MG,Alberto Flores,40740000,-20.1667,-44.1606,725.0,Ativo
749,Pompéu,MG,UHE Retiro Baixo Ribeirão Pedro Moreira,40865445,-19.0183,-44.7961,0.0,Ativo
750,São Gonçalo Do Abaeté,MG,Porto Do Passarinho,41075001,-18.4031,-45.7369,0.0,Ativo
751,Rio Acima,MG,Rio Acima,41195050,-20.0919,-43.7919,748.0,Ativo
752,Raposos,MG,Raposos,41200430,-19.9631,-43.8067,0.0,Ativo
753,Sabará,MG,CGH Marzagão Barramento,41237580,-19.8997,-43.8742,191.8,Ativo
754,Jaboticatubas,MG,Ponte Preta,41380000,-19.4619,-43.9036,752.0,Ativo
755,Presidente Juscelino,MG,Ponte Do Licínio - Jusante,41650002,-18.6728,-44.1939,560.0,Ativo
756,Presidente Juscelino,MG,Presidente Juscelino - Jusante,41780002,-18.645,-44.0506,560.0,Ativo
757,Diamantina,MG,PCH Serra Das Agulhas Barramento,41781900,-18.3628,-43.9597,953.0,Ativo
758,Monjolos,MG,PCH Serra Das Agulhas Jusante,41781950,-18.3489,-44.0283,549.0,Ativo
759,Corinto,MG,Ponte Do Bicudo,41940000,-18.1908,-44.5556,569.0,Ativo
760,Coração De Jesus,MG,Açude Canabrava,42169000,-16.6875,-44.3417,0.0,Ativo
761,Buritizeiro,MG,Cachoeira Da Manteiga,42210000,-16.6572,-45.0808,461.0,Ativo
762,Buritizeiro,MG,Cachoeira Da Manteiga,42210000,-16.6572,-45.0808,461.0,Ativo
763,Guarda-Mor,MG,Fazenda Córrego Do Ouro,42251000,-17.6133,-46.8592,546.0,Ativo
764,Paracatu,MG,Santa Izabel,42255500,-17.2656,-46.9556,597.0,Ativo
765,Lagoa Grande,MG,Ponte Da Br-040 - Paracatu,42290000,-17.5025,-46.5711,520.0,Ativo
766,Lagoa Grande,MG,Ponte Da Br-040 - Prata,42365000,-17.6619,-46.355,560.0,Ativo
767,Brasília,DF,Ribeirão Santa Rita,42450050,-15.5856,-47.3333,870.0,Ativo
768,Brasília,DF,Rio Preto - Montante Extrema,42450360,-15.8372,-47.3689,0.0,Ativo
769,Brasília,DF,Lagoinha - Df 105,42450370,-15.7725,-47.3989,0.0,Ativo
770,Brasília,DF,Jardim - Df 260,42450740,-15.8597,-47.4756,0.0,Ativo
771,Brasília,DF,Jardim - Montante Lamarão,42450770,-15.9475,-47.4458,0.0,Ativo
772,Brasília,DF,Ribeirão Jardim Df-100,42450900,-15.9739,-47.3986,0.0,Ativo
773,Unaí,MG,PCH Mata Velha Ribeirão Roncador,42458200,-16.2125,-47.2069,644.0,Ativo
774,Unaí,MG,PCH Mata Velha Barramento,42458300,-16.1936,-47.175,630.0,Ativo
775,Unaí,MG,UHE Queimado Jusante 2,42540010,-16.5303,-46.7217,0.0,Ativo
776,Brasilândia De Minas,MG,Porto Da Extrema,42690001,-17.0303,-46.0136,484.0,Ativo
777,Santa Fé De Minas,MG,Barra Do Rio,42980500,-16.5872,-45.1336,425.0,Ativo
778,São Romão,MG,UHE Sobradinho Montante 5,43190900,-16.3725,-45.07,0.0,Ativo
779,Arinos,MG,Arinos - Montante,43429998,-15.9178,-46.1192,497.0,Ativo
780,São Romão,MG,Barra Do Escuro,43980002,-16.2681,-45.2369,445.0,Ativo
781,São Francisco,MG,UHE Sobradinho Montante 4,44190900,-15.9494,-44.8681,0.0,Ativo
782,Januária,MG,Usina Do Pandeiros Jusante,44252000,-15.5136,-44.7539,455.0,Manutenção
783,Juramento,MG,Açude Juramento,44589000,-16.7719,-43.6664,0.0,Ativo
784,Montes Claros,MG,Açude Rio Dos Porcos,44598000,-16.8106,-43.9133,0.0,Ativo
785,Capitão Enéas,MG,Fazenda Reata,44634500,-16.065,-43.7306,494.0,Ativo
786,São João Da Ponte,MG,Agreste,44637900,-15.9408,-43.6419,498.0,Ativo
787,Janaúba,MG,Bico Da Pedra - ASSIEG,44730900,-15.7492,-43.3092,540.0,Ativo
788,Janaúba,MG,Bico Da Pedra - ASSIEG,44730900,-15.7492,-43.3092,540.0,Ativo
789,Monte Azul,MG,Açude Angical,44800000,-15.1564,-42.8247,0.0,Ativo
790,Urandi,BA,Açude Cova De Mandioca Montante,44881900,-14.7331,-42.6939,0.0,Ativo
791,Urandi,BA,Açude Cova Da Mandioca,44882000,-14.7664,-42.7944,0.0,Ativo
792,Urandi,BA,Açude Estreito Montante,44882900,-14.8458,-42.7586,0.0,Ativo
793,Urandi,BA,Açude De Estreito,44883000,-14.8253,-42.8069,0.0,Ativo
794,Espinosa,MG,Açude Estreito Jusante,44883100,-14.8244,-42.8147,0.0,Ativo
795,Janaúba,MG,Açude Bico Da Pedra,44907030,-15.8283,-43.2625,0.0,Ativo
796,Nova Porteirinha,MG,Bico Da Pedra - Jusante,44907040,-15.83,-43.2644,545.0,Ativo
797,Nova Porteirinha,MG,Bico Da Pedra - Jusante,44907040,-15.83,-43.2644,545.0,Ativo
798,Gameleiras,MG,Gado Bravo (Ex. Boca Da Caatinga Nova),44940000,-14.9228,-43.5014,0.0,Ativo
799,Cocos,BA,Ponte Do Fortunato,45154000,-14.2347,-44.6217,0.0,Ativo
800,Guanambi,BA,Açude Ceraima Montante,45298900,-14.2953,-42.6453,0.0,Ativo
801,Guanambi,BA,Açude Ceraima,45299000,-14.2856,-42.6808,0.0,Ativo
802,Candiba,BA,Açude Poço Magro Montante,45299180,-14.3725,-42.8031,0.0,Ativo
803,Guanambi,BA,Açude Poço Magro,45299200,-14.2556,-42.8139,0.0,Ativo
804,Riacho De Santana,BA,Açude  Riacho De Santana Montante,45399000,-13.5919,-42.8622,0.0,Ativo
805,Riacho De Santana,BA,Açude Riacho De Santana,45400000,-13.5983,-42.87,0.0,Ativo
806,Bom Jesus Da Lapa,BA,UHE Sobradinho Montante 3,45470900,-13.2569,-43.4353,0.0,Ativo
807,Correntina,BA,Fazenda Morete,45701000,-13.2211,-45.1525,0.0,Ativo
808,Correntina,BA,Bebedouro,45760000,-13.7372,-45.4639,0.0,Ativo
809,Correntina,BA,Fazenda Conquista (Rio Arrojado),45764900,-13.6547,-45.0697,608.0,Ativo
810,Jaborandi,BA,Gatos,45840000,-13.7122,-44.6383,581.0,Ativo
811,Jaborandi,BA,Fazenda Nova Esperança,45850000,-13.9875,-45.3881,0.0,Ativo
812,Jaborandi,BA,Fazenda Lagoa Do Casamento,45863000,-14.3972,-45.5197,793.0,Ativo
813,Coribe,BA,Colônia Do Formoso,45880000,-13.5586,-44.3031,441.0,Ativo
814,Sítio Do Mato,BA,Gameleira,46035000,-12.8686,-43.3797,413.0,Ativo
815,Macaúbas,BA,Açude Macaúbas Montante,46037900,-13.0408,-42.585,0.0,Ativo
816,Macaúbas,BA,Açude Macaúbas,46038000,-13.0142,-42.5547,0.0,Ativo
817,Ibotirama,BA,Ibotirama,46150000,-12.1825,-43.2231,408.0,Ativo
818,Ibotirama,BA,UHE Sobradinho Montante 2,46150001,-12.1825,-43.2231,0.0,Ativo
819,Muquem De São Francisco,BA,Fazenda Grande,46160120,-11.8808,-43.3278,415.0,Ativo
820,Érico Cardoso ,BA,Fazenda Cachoeira,46220000,-13.4228,-42.1606,0.0,Ativo
821,Érico Cardoso ,BA,Açude Zabumbão Montante,46220900,-13.4225,-42.1608,0.0,Ativo
822,Paramirim,BA,Açude Zabumbão,46230000,-13.4356,-42.2106,0.0,Ativo
823,Paramirim,BA,Açude Zabumbão Jusante,46230100,-13.44,-42.2219,0.0,Ativo
